Date,In1,In2,In3,In4,In5,In6,In7,In8,In9,In10,In11,Out
2018-12-20,2174.98,2578.4,46424.17,8578.71,1989,45.88,70.69,1263.6,24,48,3,54
2018-12-21,2198.99,2580.9,46517.81,8667.77,1999.49,45.59,70.3,1253.8,22,60,5,55
2018-12-22,2225.76,2585.16,46657.06,8764.36,2011.24,45.09,70.95,1251.78,16,59,0,51
2018-12-23,2255.27,2591.17,46841.91,8868.48,2024.25,44.78,70.94,1258.71,21.79,53.58,2.42,51
2018-12-24,2287.54,2598.96,47072.36,8980.13,2038.53,42.53,70.14,1267.5,17,62,3,52
2018-12-25,2322.56,2608.5,47348.42,9099.31,2054.06,44.43,70.24,1270.19,5,16,1,53
2018-12-26,2360.34,2619.8,47670.08,9226.01,2070.86,46.22,70.24,1269.2,38,52,12,58
2018-12-27,2400.87,2632.87,48037.35,9360.25,2088.92,44.61,70.15,1277.3,20,50,1,58
2018-12-28,2444.15,2647.7,48450.23,9502.02,2108.24,45.33,69.99,1279.9,41,70,2,60
2018-12-29,2490.18,2664.29,48908.7,9651.32,2128.82,44.86,70.92,1283.45,26,55,0,58
2018-12-30,2538.97,2682.64,49412.79,9808.14,2150.67,45.25,70.91,1280.85,23.78,53.33,2.94,61
2018-12-31,2590.51,2702.75,49962.48,9972.5,2173.77,45.41,69.92,1278.3,87,72,0,61
2019-01-01,2643.99,2724.39,50550.32,10142.11,2197.72,46.26,69.71,1276.65,9,61,6,64
2019-01-02,2696.18,2746.61,51146.5,10307.87,2220.84,46.54,69.71,1281,10,56,0,61
2019-01-03,2746.26,2769.17,51743.56,10467.5,2242.72,47.09,69.96,1291.8,15,43,5,60
2019-01-04,2794.24,2792.06,52341.51,10621.01,2263.36,47.96,70.3,1282.7,15,70,4,63
2019-01-05,2840.11,2815.3,52940.35,10768.39,2282.75,48.75,70.88,1280.11,15,47,0,61
2019-01-06,2883.88,2838.88,53540.07,10909.64,2300.9,49.37,70.88,1283.55,8,4,0,58
2019-01-07,2925.54,2862.8,54140.67,11044.76,2317.81,48.52,69.53,1286.8,17,40,0,54
2019-01-08,2965.1,2887.06,54742.16,11173.76,2333.48,49.78,69.81,1283.2,22.94,51.89,2.39,51
2019-01-09,3002.55,2911.66,55344.54,11296.63,2347.9,52.36,70.33,1289.3,22.65,50.88,2.47,52
2019-01-10,3037.9,2936.6,55947.8,11413.37,2361.08,52.59,70.55,1284.7,27,82,1,50
2019-01-11,3071.14,2961.89,56551.94,11523.99,2373.02,51.59,70.72,1287.1,26,55,2,47
2019-01-12,3102.28,2987.51,57156.97,11628.47,2383.72,51.67,70.85,1287.12,21,51,0,47
2019-01-13,3131.31,3013.47,57762.89,11726.83,2393.17,51.81,70.84,1287.04,10,29,1,46
2019-01-14,3158.24,3039.78,58369.69,11819.07,2401.38,50.51,70.37,1289.1,18,48,8,51
2019-01-15,3183.06,3066.42,58977.38,11905.17,2408.34,52.11,71.08,1286.2,23.71,52.06,2.47,52
2019-01-16,3205.78,3093.41,59585.95,11985.15,2414.07,52.31,71.09,1291.6,21,34,0,40
2019-01-17,3226.39,3120.73,60195.41,12059,2418.55,52.07,71.36,1291,33,68,1,40
2019-01-18,3244.9,3148.4,60805.75,12126.73,2421.79,53.8,71.03,1281.3,30,66,4,42
2019-01-19,3261.3,3176.41,61416.97,12188.33,2423.78,52.39,70.81,1275.42,29,49,2,44
2019-01-20,3275.6,3204.75,62029.09,12243.8,2424.53,52.55,70.81,1276.28,23,51.47,2,43
2019-01-21,3287.79,3233.44,62642.08,12293.14,2424.04,52.74,71.23,1280.06,14,58,5,48
2019-01-22,3297.88,3262.47,63255.97,12336.35,2422.31,52.57,71.5,1282.5,29,82,0,42
2019-01-23,3305.86,3291.84,63870.73,12373.44,2419.33,52.62,71.23,1283.1,27,35,7,49
2019-01-24,3311.74,3321.55,64486.38,12404.4,2415.12,53.13,71.16,1279.1,15,43,1,45
2019-01-25,3315.51,3351.6,65102.92,12429.24,2409.65,53.69,70.99,1297.4,22,31,11,52
2019-01-26,3317.18,3382,65720.34,12447.95,2402.95,53.66,70.78,1306.21,21.69,48.44,2.69,55
2019-01-27,3316.74,3412.73,66338.65,12460.53,2395,53.79,70.77,1306.53,8,12,9,64
2019-01-28,3314.2,3443.8,66957.85,12466.98,2385.81,51.99,70.97,1302.4,28,25,10,74
2019-01-29,3309.55,3475.21,67577.92,12467.3,2375.38,53.31,71.09,1308.2,24,53,14,86
2019-01-30,3302.8,3506.97,68198.89,12461.5,2363.7,54.23,71.62,1309.9,20,86,12,95
2019-01-31,3293.94,3539.06,68820.74,12449.57,2350.79,53.79,71.12,1319.7,65,113,5,99
2019-02-01,3283.51,3571.27,69432.32,12432.29,2336.81,55.26,71.2,1316.9,7,88,5,102
2019-02-02,3273.63,3602.68,69989.07,12412.76,2322.52,53.56,70.74,1317.8,18,63,3,105
2019-02-03,3264.83,3633.07,70479.84,12391.77,2308.1,53.41,70.74,1317.14,24,56.12,5.71,110
2019-02-04,3257.12,3662.44,70904.63,12369.3,2293.55,54.56,71.45,1314.3,19,71,7,109
2019-02-05,3250.5,3690.79,71263.43,12345.35,2278.87,53.66,71.68,1314.2,19,105,2,108
2019-02-06,3244.95,3718.11,71556.25,12319.94,2264.06,54.01,71.77,1309.5,22,61,5,113
2019-02-07,3240.49,3744.41,71783.09,12293.06,2249.12,52.64,71.54,1309.4,17,54,3,115
2019-02-08,3237.12,3769.68,71943.94,12264.7,2234.05,52.72,71.58,1313.7,9,96,10,121
2019-02-09,3234.83,3793.94,72038.81,12234.88,2218.85,53.29,70.71,1312.94,24,82,5,124
2019-02-10,3233.62,3817.17,72067.7,12203.58,2203.53,53.5,70.7,1310.3,21.5,64.33,6.33,129
2019-02-11,3233.5,3839.37,72030.6,12170.81,2188.07,52.41,71.15,1307,30,63,4,128
2019-02-12,3234.46,3860.56,71927.52,12136.57,2172.48,53.1,71.23,1309.2,24,71,9,137
2019-02-13,3236.5,3880.72,71758.46,12100.86,2156.76,53.9,70.81,1310.8,27,83,1,131
2019-02-14,3239.63,3899.86,71523.42,12063.68,2140.92,54.41,70.87,1309.8,27,92,4,134
2019-02-15,3243.84,3917.98,71222.39,12025.02,2124.94,55.59,71.01,1318.1,23,54,1,124
2019-02-16,3249.14,3935.07,70855.38,11984.9,2108.83,55.32,70.67,1320.76,20,53,6,127
2019-02-17,3255.52,3951.14,70422.39,11943.3,2092.6,55.62,70.67,1326.25,23.5,72.94,5.89,124
2019-02-18,3262.98,3966.19,69923.42,11900.24,2076.23,55.87,71.32,1332.87,17,66,9,123
2019-02-19,3271.53,3980.22,69358.46,11855.7,2059.74,56.09,71.7,1340.1,13,89,1,110
2019-02-20,3281.16,3993.22,68727.52,11809.69,2043.11,56.92,71.6,1343.3,15,99,6,104
2019-02-21,3291.88,4005.2,68030.6,11762.21,2026.36,56.96,71.3,1323.5,20,110,2,101
2019-02-22,3303.68,4016.16,67267.69,11713.25,2009.48,57.26,71.18,1329.2,16,92,5,101
2019-02-23,3316.56,4026.09,66438.8,11662.83,1992.46,56.43,70.64,1333.21,24,71,2,100
2019-02-24,3330.53,4035,65543.93,11610.94,1975.32,56.43,70.64,1330.75,20.33,78.44,4.56,99
2019-02-25,3345.58,4042.89,64583.07,11557.57,1958.05,55.48,71.03,1325.9,22,54,0,92
2019-02-26,3361.72,4049.76,63556.24,11502.73,1940.64,55.5,71.09,1325.1,27,55,2,92
2019-02-27,3378.94,4055.6,62463.41,11446.42,1923.11,56.94,70.94,1317.7,38,74,3,90
2019-02-28,3397.24,4060.42,61304.61,11388.64,1905.45,57.22,71.19,1312.8,69,84,3,90
2019-03-01,3416.14,4064.15,60101.74,11330.01,1887.93,55.8,70.82,1296.4,5,65,10,90
2019-03-02,3433.63,4066.48,58942.44,11273.01,1871.62,56.4,70.61,1287.91,16,58,3,88
2019-03-03,3449.24,4067.36,57848.64,11218.25,1856.81,56.44,70.61,1284.28,24.06,74.06,3.94,85
2019-03-04,3462.96,4066.77,56820.34,11165.75,1843.48,56.59,70.99,1284.8,13,57,1,82
2019-03-05,3474.79,4064.72,55857.52,11115.49,1831.63,56.56,70.9,1282,28,26,0,73
2019-03-06,3484.73,4061.21,54960.2,11067.48,1821.28,56.22,70.74,1284.9,29,44,3,75
2019-03-07,3492.77,4056.24,54128.37,11021.72,1812.41,56.66,70.36,1283.8,18,66,2,73
2019-03-08,3498.93,4049.8,53362.03,10978.2,1805.03,56.07,70.49,1297,18,57,10,82
2019-03-09,3503.2,4041.91,52661.19,10936.93,1799.13,56.98,70.58,1297.32,30,55,2,78
2019-03-10,3505.58,4032.55,52025.84,10897.92,1794.73,57.11,70.58,1289.34,23.22,67.89,3.56,76
2019-03-11,3506.06,4021.73,51455.98,10861.15,1791.81,56.79,69.99,1288.8,16,49,4,71
2019-03-12,3504.66,4009.44,50951.62,10826.62,1790.37,56.87,69.79,1296.3,23,39,0,70
2019-03-13,3501.37,3995.7,50512.75,10794.35,1790.43,58.26,69.85,1307.5,19,30,2,66
2019-03-14,3496.19,3980.5,50139.37,10764.32,1791.97,58.61,69.73,1293.4,23,39,2,66
2019-03-15,3489.11,3963.83,49831.48,10736.54,1795,58.52,69.34,1301.8,9,65,1,62
2019-03-16,3480.15,3945.7,49589.09,10711.01,1799.51,58.11,70.55,1304.11,33,40,4,64
2019-03-17,3469.3,3926.11,49412.19,10687.73,1805.52,58.31,70.55,1301,24.22,53.17,2.89,62
2019-03-18,3456.55,3905.05,49300.78,10666.7,1813.01,59.09,68.95,1300.3,42,50,1,63
2019-03-19,3441.92,3882.54,49254.87,10647.91,1821.98,59.03,68.62,1305,22,69,3,64
2019-03-20,3425.4,3858.56,49274.45,10631.37,1832.45,59.83,69.32,1300.5,41,51,5,66
2019-03-21,3406.99,3833.12,49359.52,10617.08,1844.4,59.98,68.82,1306.1,17,15,1,64
2019-03-22,3386.68,3806.22,49510.08,10605.04,1857.84,59.04,68.93,1311.6,40,45,1,55
2019-03-23,3364.49,3777.86,49726.14,10595.25,1872.77,59.57,70.53,1319.5,28,81,9,61
2019-03-24,3340.41,3748.04,50007.69,10587.7,1889.18,59.79,70.52,1323.41,2,17,0,57
2019-03-25,3314.43,3716.75,50354.74,10582.4,1907.08,58.82,69.16,1321.9,24,49,5,61
2019-03-26,3286.57,3684.01,50767.27,10579.35,1926.47,59.94,68.92,1314.3,34,58,7,68
2019-03-27,3256.82,3649.8,51245.3,10578.55,1947.34,59.41,69.43,1309.9,34,53,3,68
2019-03-28,3225.17,3614.13,51788.82,10580,1969.7,59.3,69.37,1289.8,30,53,1,67
2019-03-29,3191.64,3576.99,52397.84,10583.69,1993.55,60.14,69.5,1293,75,63,3,60
2019-03-30,3156.22,3538.4,53072.35,10589.63,2018.89,61.16,70.5,1295.03,153,44,2,60
2019-03-31,3118.9,3498.34,53812.35,10597.83,2045.71,61.39,70.5,1292.51,30,10,1,58
2019-04-01,3080.27,3457.33,54602.42,10607.8,2073.56,61.59,69.43,1288.4,35.74,45.84,2.68,57
2019-04-02,3042.62,3417.38,55380.88,10617.67,2100.55,62.58,69.2,1290,36.44,46.22,2.83,59
2019-04-03,3006.52,3379,56132.3,10626.99,2126.24,62.46,68.91,1289.9,4,50,0,57
2019-04-04,2971.97,3342.19,56856.68,10635.75,2150.61,62.1,68.85,1289,2,23,5,60
2019-04-05,2938.98,3306.95,57554.03,10643.95,2173.67,63.08,68.97,1290.4,1,37,0,59
2019-04-06,2907.53,3273.28,58224.34,10651.59,2195.42,62.75,70.48,1290.86,34.06,45.18,2.76,58
2019-04-07,2877.64,3241.18,58867.62,10658.67,2215.86,62.97,70.48,1292.8,1,3,1,56
2019-04-08,2849.29,3210.64,59483.86,10665.2,2234.98,64.4,69.16,1297.1,1,30,0,55
2019-04-09,2822.5,3181.68,60073.06,10671.16,2252.8,63.98,69.55,1303.5,11,47,1,53
2019-04-10,2797.26,3154.29,60635.23,10676.56,2269.3,64.61,69.26,1309.1,9,36,1,49
2019-04-11,2773.58,3128.46,61170.36,10681.4,2284.48,63.58,69.14,1288.6,10,42,2,50
2019-04-12,2751.44,3104.21,61678.45,10685.68,2298.36,63.89,69.43,1290.6,8,44,0,49
2019-04-13,2730.86,3081.52,62159.51,10689.41,2310.92,64.18,70.47,1295.98,11,33,2,42
2019-04-14,2711.82,3060.41,62613.53,10692.57,2322.17,64.34,70.46,1295.53,25.76,39.71,2,44
2019-04-15,2694.34,3040.86,63040.51,10695.17,2332.11,63.4,69.16,1286.8,12,49,3,42
2019-04-16,2678.41,3022.89,63440.46,10697.22,2340.74,64.05,69.81,1272.6,12,51,1,36
2019-04-17,2664.03,3006.48,63813.38,10698.7,2348.05,63.76,69.89,1272.2,10,28,1,34
2019-04-18,2651.2,2991.64,64159.25,10699.62,2354.05,64,69.4,1271.9,21.88,36.88,1.44,35
2019-04-19,2639.93,2978.37,64478.09,10699.99,2358.74,64.9,69.38,1272.9,13,52,1,33
2019-04-20,2630.21,2966.67,64769.9,10699.79,2362.12,64.94,70.45,1272.68,9,31,0,31
2019-04-21,2622.03,2956.54,65034.66,10699.04,2364.19,64.95,70.45,1272.26,7.6,37.07,1.2,31
2019-04-22,2615.41,2947.98,65272.39,10697.73,2364.94,65.7,69.36,1273.5,12,39,0,28
2019-04-23,2610.34,2940.99,65483.09,10695.85,2364.38,66.3,70.06,1269.3,2,24,1,26
2019-04-24,2606.83,2935.57,65666.75,10693.42,2362.51,65.89,69.76,1275.5,18,41,0,26
2019-04-25,2604.86,2931.72,65823.37,10690.43,2359.32,65.21,70.1,1275.8,15,78,2,23
2019-04-26,2604.44,2929.44,65952.95,10686.87,2354.83,63.3,70.16,1284.9,13,60,1,24
2019-04-27,2605.58,2928.72,66055.5,10682.76,2349.02,64.33,70.44,1285.43,6,30,1,23
2019-04-28,2608.27,2929.58,66131.02,10678.09,2341.9,64.1,70.44,1282.82,10.12,42.06,1,23
2019-04-29,2612.51,2932.01,66179.49,10672.86,2333.46,63.5,69.84,1278.6,10,48,1,24
2019-04-30,2618.3,2936,66200.93,10667.07,2323.72,63.91,69.81,1282.8,39,83,0,23
2019-05-01,2625.26,2941.21,66199.13,10660.39,2312.83,63.6,69.56,1281.4,12.5,45.81,1,23
2019-05-02,2631.82,2946.18,66189.29,10651.55,2301.48,61.81,69.63,1269.7,18,69,0,21
2019-05-03,2637.61,2950.56,66175.19,10640.22,2289.85,61.94,69.42,1279.2,7,46,0,21
2019-05-04,2642.61,2954.35,66156.85,10626.4,2277.93,62.42,70.43,1285.39,17,45,1,20
2019-05-05,2646.84,2957.54,66134.25,10610.09,2265.73,62.16,70.43,1284.35,1,11,3,21
2019-05-06,2650.29,2960.14,66107.4,10591.29,2253.24,62.25,69.17,1281.7,11,39,2,20
2019-05-07,2652.96,2962.15,66076.3,10569.99,2240.46,61.4,69.4,1283.5,19,42,3,22
2019-05-08,2654.85,2963.57,66040.96,10546.21,2227.39,62.12,69.91,1279.4,9,26,2,23
2019-05-09,2655.96,2964.39,66001.36,10519.94,2214.04,61.7,70.01,1283.5,7,43,3,24
2019-05-10,2656.29,2964.63,65957.51,10491.18,2200.4,61.66,70.41,1285.7,9,51,3,26
2019-05-11,2655.85,2964.27,65909.41,10459.93,2186.47,61.34,70.42,1294.03,7,24,0,26
2019-05-12,2654.62,2963.31,65857.06,10426.18,2172.26,61.4,70.42,1299.7,12.22,44.39,1.28,26
2019-05-13,2652.62,2961.77,65800.47,10389.95,2157.76,61.04,69.92,1300.1,6,49,1,27
2019-05-14,2649.83,2959.63,65739.62,10351.23,2142.97,61.78,70.62,1294.7,14,38,2,28
2019-05-15,2646.27,2956.9,65674.52,10310.02,2127.9,62.02,70.31,1296.3,16,23,2,30
2019-05-16,2641.93,2953.57,65605.17,10266.31,2112.54,62.87,70.21,1285,12,37,3,31
2019-05-17,2636.81,2949.66,65531.57,10220.12,2096.89,62.76,70.24,1274.5,9,41,1,31
2019-05-18,2630.91,2945.15,65453.72,10171.44,2080.96,63.32,70.42,1272.52,8,44,1,31
2019-05-19,2624.24,2940.05,65371.62,10120.27,2064.74,63.51,70.42,1275.17,12.17,42.17,1.56,32
2019-05-20,2616.78,2934.35,65285.27,10066.6,2048.23,63.1,70.28,1276.1,5,37,2,33
2019-05-21,2608.54,2928.07,65194.67,10010.45,2031.43,62.99,70.13,1272,20,55,4,37
2019-05-22,2599.53,2921.19,65099.82,9951.81,2014.35,61.42,70.42,1273.6,17,36,3,39
2019-05-23,2589.73,2913.72,65000.72,9890.67,1996.98,57.91,69.97,1284.8,15,37,1,40
2019-05-24,2579.16,2905.65,64897.37,9827.05,1979.33,58.63,69.94,1283,19,47,1,41
2019-05-25,2567.81,2897,64789.77,9760.93,1961.38,57.65,70.43,1278.9,13,40,2,42
2019-05-26,2555.68,2887.75,64677.92,9692.33,1943.16,58.57,70.43,1276.73,12,39.39,2,41
2019-05-27,2542.77,2877.91,64561.82,9621.24,1924.64,59.54,69.36,1276.17,8,27,1,40
2019-05-28,2529.08,2867.47,64441.46,9547.65,1905.84,59.14,69.72,1276.5,19,80,0,37
2019-05-29,2514.62,2856.44,64316.86,9471.58,1886.75,58.81,69.88,1280.6,13,41,0,35
2019-05-30,2499.37,2844.83,64188.01,9393.01,1867.37,56.59,69.82,1287.1,19,87,5,37
2019-05-31,2483.34,2832.61,64054.91,9311.96,1847.71,53.5,69.98,1305.8,43,63,2,36
2019-06-01,2466.77,2820.08,63920.39,9229.83,1828.09,52.93,70.43,1315.84,2,37,1,37
2019-06-02,2450.59,2808.3,63795.79,9152.31,1809.83,52.46,70.43,1320.98,14.33,45.5,1.78,37
2019-06-03,2435.04,2797.56,63683.95,9080.8,1793.27,53.25,69.57,1322.7,7,25,1,37
2019-06-04,2420.1,2787.84,63584.86,9015.3,1778.4,53.48,69.16,1323.4,12,42,0,35
2019-06-05,2405.79,2779.15,63498.52,8955.83,1765.23,51.68,69.56,1328.3,10,39,1,34
2019-06-06,2392.11,2771.49,63424.95,8902.37,1753.75,52.59,69.62,1337.6,7,25,1,32
2019-06-07,2379.04,2764.86,63364.12,8854.93,1743.97,53.99,69.36,1341.2,15,27,0,31
2019-06-08,2366.6,2759.26,63316.05,8813.5,1735.88,53.17,70.44,1339.8,11,40,0,30
2019-06-09,2354.79,2754.69,63280.73,8778.09,1729.49,52.92,70.44,1333.63,14.17,43.61,1.39,30
2019-06-10,2343.59,2751.15,63258.17,8748.7,1724.79,53.26,69.35,1324.7,15,27,0,28
2019-06-11,2333.03,2748.63,63248.36,8725.33,1721.78,53.27,69.52,1326.4,7,37,1,25
2019-06-12,2323.08,2747.15,63251.31,8707.97,1720.47,51.14,69.39,1331.9,19,42,4,26
2019-06-13,2313.76,2746.69,63267.01,8696.63,1720.85,52.28,69.7,1339.2,20,54,5,30
2019-06-14,2305.06,2747.26,63295.47,8691.31,1722.93,52.51,69.8,1340.1,16,70,4,33
2019-06-15,2296.98,2748.87,63336.68,8692.01,1726.71,52.38,70.46,1339.04,10,50,0,31
2019-06-16,2289.53,2751.5,63390.65,8698.72,1732.17,52.8,70.46,1334.83,14.06,45.17,1.44,31
2019-06-17,2282.7,2755.16,63457.37,8711.45,1739.33,51.93,69.77,1338.7,9,46,1,31
2019-06-18,2276.5,2759.85,63536.84,8730.19,1748.19,53.9,70.11,1346.6,11,42,1,32
2019-06-19,2270.92,2765.57,63629.07,8754.96,1758.74,53.76,69.76,1344.6,5,45,4,36
2019-06-20,2265.96,2772.31,63734.05,8785.74,1770.99,56.65,69.87,1392.9,19,60,0,31
2019-06-21,2261.62,2780.09,63851.79,8822.53,1784.93,57.43,69.78,1396.2,13,52,4,33
2019-06-22,2257.91,2788.9,63982.29,8865.35,1800.56,56.94,70.48,1397.52,23,48,2,34
2019-06-23,2254.82,2798.73,64125.53,8914.18,1817.89,57.58,70.48,1406.1,12.72,42.83,1.61,33
2019-06-24,2252.36,2809.59,64281.53,8969.03,1836.91,57.9,69.57,1414.3,13,40,2,34
2019-06-25,2250.52,2821.49,64450.29,9029.9,1857.63,57.83,69.6,1414.9,16,66,0,34
2019-06-26,2249.3,2834.41,64631.8,9096.78,1880.04,59.38,69.64,1411.6,21,58,0,33
2019-06-27,2248.71,2848.36,64826.07,9169.68,1904.15,59.43,69.6,1408.4,18,78,1,33
2019-06-28,2248.74,2863.34,65033.09,9248.6,1929.95,58.47,69.32,1409.7,28,56,4,37
2019-06-29,2249.39,2879.35,65252.86,9333.53,1957.44,58.65,70.5,1399.24,61,73,0,37
2019-06-30,2250.67,2896.39,65485.39,9424.48,1986.63,58.47,70.5,1386.11,18,52.44,1.83,38
2019-07-01,2252.34,2914.19,65724.64,9519.44,2017,59.09,68.94,1385.6,18.18,53.94,1.94,40
2019-07-02,2253.48,2931.69,65946.44,9610.37,2046.44,56.25,69.17,1404.6,5,68,1,40
2019-07-03,2253.86,2948.62,66144.76,9695.27,2074.44,57.34,69.08,1417.7,5,50,0,36
2019-07-04,2253.49,2964.99,66319.6,9774.13,2101,57.75,69.01,1410.38,11,37,2,33
2019-07-05,2252.35,2980.79,66470.96,9846.95,2126.12,57.51,68.74,1396.7,11,44,0,29
2019-07-06,2250.46,2996.02,66598.84,9913.74,2149.79,57.79,70.53,1392.53,10,33,2,31
2019-07-07,2247.81,3010.69,66703.24,9974.49,2172.03,57.96,70.53,1395.04,16.41,52.71,1.41,31
2019-07-08,2244.4,3024.79,66784.16,10029.21,2192.82,57.66,68.44,1397,4,40,3,33
2019-07-09,2240.23,3038.33,66841.6,10077.89,2212.17,57.83,68.85,1397.5,15,40,1,33
2019-07-10,2235.3,3051.3,66875.55,10120.53,2230.08,60.43,68.76,1410.1,9,34,1,30
2019-07-11,2229.61,3063.7,66886.03,10157.14,2246.55,60.2,68.37,1404.3,13,32,1,31
2019-07-12,2223.17,3075.53,66873.03,10187.71,2261.58,60.21,68.67,1409.9,12,39,1,28
2019-07-13,2215.96,3086.8,66836.54,10212.25,2275.17,59.1,70.56,1414.66,22,40,1,27
2019-07-14,2208,3097.5,66776.57,10230.75,2287.31,59.03,70.57,1414.78,16.12,48.71,1.18,26
2019-07-15,2199.28,3107.64,66693.13,10243.21,2298.01,59.58,68.55,1411.4,9,42,1,25
2019-07-16,2189.8,3117.21,66586.2,10249.64,2307.27,57.62,68.75,1409.2,10,39,0,25
2019-07-17,2179.56,3126.21,66455.79,10250.03,2315.09,56.78,68.89,1421.3,11,43,3,28
2019-07-18,2168.56,3134.65,66301.9,10244.38,2321.47,55.3,68.79,1426.1,16,42,1,28
2019-07-19,2156.81,3142.52,66124.53,10232.7,2326.41,55.63,68.85,1425.1,14,44,1,25
2019-07-20,2144.29,3149.82,65923.68,10214.98,2329.9,56.13,70.6,1424.41,9,50,0,25
2019-07-21,2131.02,3156.56,65699.35,10191.23,2331.96,55.66,70.61,1423.64,10.94,42.18,1.12,25
2019-07-22,2116.99,3162.73,65451.54,10161.44,2332.57,56.22,68.83,1425.3,3,42,1,24
2019-07-23,2102.2,3168.33,65180.24,10125.62,2331.74,56.77,69.16,1420.1,8,41,0,23
2019-07-24,2086.65,3173.37,64885.47,10083.75,2329.47,55.88,69.02,1422.8,8,36,1,24
2019-07-25,2070.34,3177.84,64567.21,10035.86,2325.76,56.02,69.18,1413.9,15,57,2,24
2019-07-26,2053.27,3181.74,64225.48,9981.92,2320.6,56.2,69.15,1418.5,12,48,6,30
2019-07-27,2035.45,3185.08,63860.26,9921.95,2314.01,57.14,70.65,1418.41,7,41,0,28
2019-07-28,2016.86,3187.85,63471.56,9855.95,2305.97,57.68,70.65,1416.15,10.94,41.67,1.33,28
2019-07-29,1997.52,3190.05,63059.39,9783.9,2296.49,56.87,68.87,1419.6,6,62,7,32
2019-07-30,1977.42,3191.69,62623.73,9705.83,2285.57,58.05,68.95,1429.7,11,48,5,36
2019-07-31,1956.56,3192.76,62164.59,9621.71,2273.21,58.58,69.08,1426.1,46,53,0,35
2019-08-01,1935.23,3193.56,61691.6,9533.37,2259.86,53.95,69.4,1420.9,1,42,2,36
2019-08-02,1914.61,3195.25,61243.32,9448.02,2247.34,55.66,69.3,1445.6,9,37,3,38
2019-08-03,1894.98,3198.11,60829.36,9367.47,2236.12,54.31,70.7,1462.14,11.47,45.12,1.94,39
2019-08-04,1876.34,3202.16,60449.73,9291.73,2226.19,53.71,70.71,1465.68,11.47,45.12,1.94,39
2019-08-05,1858.7,3207.39,60104.44,9220.79,2217.55,54.69,69.66,1464.6,11,34,0,38
2019-08-06,1842.06,3213.79,59793.47,9154.64,2210.2,53.63,71.52,1472.4,8,47,4,42
2019-08-07,1826.4,3221.38,59516.84,9093.31,2204.14,51.09,71.23,1507.3,11,22,3,42
2019-08-08,1811.75,3230.15,59274.54,9036.77,2199.37,52.54,71.17,1497.7,12,37,0,41
2019-08-09,1798.09,3240.1,59066.57,8985.03,2195.9,54.5,70.47,1496.6,14,51,1,41
2019-08-10,1785.42,3251.23,58892.93,8938.1,2193.71,53.95,70.75,1498.02,11.38,43.62,2.19,44
2019-08-11,1773.75,3263.54,58753.63,8895.97,2192.81,54.4,70.76,1503.67,11.38,43.62,2.19,45
2019-08-12,1763.07,3277.03,58648.65,8858.64,2193.21,54.93,71.04,1505.3,18,16,1,45
2019-08-13,1753.39,3291.71,58578.01,8826.11,2194.89,57.1,71.58,1502.2,9,32,1,46
2019-08-14,1744.7,3307.56,58541.7,8798.39,2197.87,55.23,71.08,1515.9,10,34,3,48
2019-08-15,1737.01,3324.59,58539.72,8775.46,2202.14,54.47,71.64,1519.6,12.33,40.27,2.4,48
2019-08-16,1730.31,3342.81,58572.07,8757.34,2207.69,54.87,71.72,1512.5,12.36,39.71,2.14,44
2019-08-17,1724.61,3362.2,58638.75,8744.02,2214.54,55.84,70.81,1503.24,12.77,39.62,2.31,46
2019-08-18,1719.9,3382.78,58739.76,8735.5,2222.68,55.81,70.82,1500.01,12.77,39.62,2.31,47
2019-08-19,1716.18,3404.53,58875.11,8731.79,2232.11,56.21,71.13,1500.4,9,47,8,48
2019-08-20,1713.46,3427.47,59044.78,8732.88,2242.83,56.34,72,1504.6,11,31,3,46
2019-08-21,1711.74,3451.59,59248.79,8738.76,2254.84,55.68,71.81,1504.6,9,30,0,46
2019-08-22,1711.01,3476.89,59487.13,8749.45,2268.14,55.35,71.44,1497.3,11,52,0,44
2019-08-23,1711.27,3503.36,59759.8,8764.95,2282.74,54.17,71.92,1526.6,6,37,1,42
2019-08-24,1712.53,3531.02,60066.8,8785.24,2298.62,55.04,70.87,1537.08,14,30,0,40
2019-08-25,1714.78,3559.86,60408.13,8810.33,2315.79,54.92,70.88,1530.2,10.93,35.71,1.79,40
2019-08-26,1718.03,3589.88,60783.8,8840.23,2334.26,53.64,71.5,1526.3,7,29,1,41
2019-08-27,1722.27,3621.09,61193.79,8874.93,2354.02,54.93,72.16,1541,10,42,0,37
2019-08-28,1727.51,3653.47,61638.12,8914.43,2375.06,55.78,71.54,1537.8,10,36,3,37
2019-08-29,1733.74,3687.03,62116.78,8958.74,2397.4,56.71,72.08,1526.5,13,36,1,38
2019-08-30,1740.97,3721.77,62629.77,9007.84,2421.03,55.1,71.68,1519.1,21,32,2,39
2019-08-31,1749.19,3757.7,63177.09,9061.75,2445.95,55.2,70.94,1515.51,23,74,0,37
2019-09-01,1758.16,3794.13,63745.22,9118.94,2471.65,55.48,70.95,1521.36,12.07,37.2,1.6,37
2019-09-02,1766.9,3828.37,64280.04,9173.32,2496.09,55.78,71.73,1532.55,11.64,38.71,1.64,37
2019-09-03,1775.14,3859.76,64768.03,9223.37,2518.76,53.94,71.96,1545.9,3,34,1,37
2019-09-04,1782.91,3888.29,65209.2,9269.09,2539.66,56.26,72.46,1550.3,11,42,2,36
